ID,ENTRYTYPE,title,author,year,journal,booktitle,volume,number,pages,doi,url,abstract,aggregating_evidence,cited_by,colrev.dblp.dblp_key,colrev_data_provenance,colrev_masterdata_provenance,colrev_origin,colrev_status,curation_id,fulltext,goal_rowe,language,literature_review,lr_type_pare_et_al,note,r_agenda,r_agenda_levels,r_gaps,synthesis,theory_building,topic
WeissenfelsEbnerDittesEtAl2016,inproceedings,Does the is Artifact Matter in Sociomateriality Research? A Literature Review of Empirical Studies,"Weissenfels, Silke and Ebner, Katharina and Dittes, Sven and Smolnik, Stefan",2016,,Hawaii International Conference on System Sciences,,,,10.1109/HICSS.2016.252,https://ieeexplore.ieee.org/document/7427433,,,3,https://dblp.org/rec/conf/hicss/WeissenfelsEDS16,"{'doi': {'source': 'md_curated.bib/000337', 'note': ''}, 'url': {'source': 'https://www.doi.org/10.1109/HICSS.2016.252', 'note': ''}, 'language': {'source': 'md_curated.bib/000337', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000324', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000337|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000324', 'md_crossref.bib/000106', 'md_curated.bib/000337', 'md_dblp.bib/000337']",md_prepared,https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences#WeissenfelsEbnerDittesEtAl2016,,,eng,,,,,,,,,
WeistrofferRoztockiSoja2015,inproceedings,Enterprise Systems in Transition Economies - An Initial Literature Review,"Weistroffer, Heinz Roland and Roztocki, Narcyz and Soja, Piotr",2015,,Americas Conference on Information Systems,,,,,https://aisel.aisnet.org/amcis2015/General/GeneralPresentations/6,,,,https://dblp.org/rec/conf/amcis/WeistrofferRS15,"{'url': {'source': 'md_curated.bib/000219', 'note': ''}, 'language': {'source': 'md_curated.bib/000219', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000196', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000219|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/americas-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000196', 'md_curated.bib/000219', 'md_dblp.bib/000219']",md_prepared,https://github.com/CoLRev-curations/americas-conference-on-information-systems#WeistrofferRoztockiSoja2015,,,eng,,,,,,,,,
Weritz2021,inproceedings,Understanding IS Leadership in the New Normal - A Systematic Literature Review,"Weritz, Pauline",2021,,Americas Conference on Information Systems,,,,,https://aisel.aisnet.org/amcis2021/is_leadership/sig_lead/4,,,,https://dblp.org/rec/conf/amcis/Weritz21,"{'url': {'source': 'md_curated.bib/000223', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000197', 'note': ''}, 'language': {'source': 'LanguageDetector', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000223|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/americas-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000197', 'md_curated.bib/000223', 'md_dblp.bib/000222']",md_prepared,https://github.com/CoLRev-curations/americas-conference-on-information-systems#Weritz2021,,,eng,,,,,,,,,
Whelan2007,article,Exploring Knowledge Exchange in Electronic Networks of Practice,"Whelan, Eoin",2007,Journal of Information Technology,,22,1,5--12,10.1057/PALGRAVE.JIT.2000089,,"The recently developed knowledge-based view of the firm argues that knowledge is the firm's most valuable resource. Within this field of study, informal social networks are rapidly gaining attention as mechanisms that facilitate knowledge flows. Electronic networks of practice (NoPs) are a special case of informal network where the sharing of practice-related knowledge occurs primarily through computer-based communication technologies. However, we know relatively little about the dynamics of knowledge exchange that occur in these electronic networks. This conceptual paper posits that there is a relationship between the structural properties of electronic NoPs and successful knowledge exchange. The theoretical positions of social network theory and the knowledge-based view of the firm are used to support this claim. A review of the extant literature reveals that a clear conceptual framework for NoPs is lacking. The objective of this research is to contribute to the development of such a framework by addressing a largely neglected area within the growing network of practice literature – namely, the relationship between electronic network communication structure and knowledge flows.",False,37,,,,,,,,Explaining,en,,theoretical-review,,False,partial,True,True,True,Knowledge Management
Whitley2013,article,Privacy and Security in the Cloud: A Review of Guidance and Responses,"Whitley, Edgar A. and Willcocks, Leslie P. and Venters, Will",2013,Journal of International Technology & Information Management,,22,3,75--92,,,,False,,,,,,,,,Describing,,,narrative-review,,False,none,False,True,False,Other Domain
WiedemannWeeger2017,inproceedings,Developing Intellectual Capital within Agile IT Teams - a literature Review,"Wiedemann, Anna and Weeger, Andy",2017,,European Conference on Information Systems,,,,,http://aisel.aisnet.org/ecis2017_rp/91,,,,https://dblp.org/rec/conf/ecis/WiedemannW17,"{'url': {'source': 'md_curated.bib/000122', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000100', 'note': ''}, 'language': {'source': 'LanguageDetector', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000122|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/european-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000100', 'md_curated.bib/000122', 'md_dblp.bib/000124']",md_prepared,https://github.com/CoLRev-curations/european-conference-on-information-systems#WiedemannWeeger2017,,,eng,,,,,,,,,
WiedenhofPlomp2017,inproceedings,Data-driven Decision-making and the Role of Personality and Cognitive Style - A Systematic Literature Review,"Wiedenhof, Tertia M. and Plomp, Marijn G. A.",2017,,Americas Conference on Information Systems,,,,,https://aisel.aisnet.org/amcis2017/DataScience/Presentations/31,,,,https://dblp.org/rec/conf/amcis/WiedenhofP17,"{'url': {'source': 'md_curated.bib/000226', 'note': ''}, 'language': {'source': 'md_curated.bib/000226', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000198', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000226|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/americas-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000198', 'md_curated.bib/000226', 'md_dblp.bib/000226']",md_prepared,https://github.com/CoLRev-curations/americas-conference-on-information-systems#WiedenhofPlomp2017,,,eng,,,,,,,,,
Wiener2010,article,Information Systems Offshoring—A Literature Review and Analysis,"Wiener, Martin and Vogel, Bianca and Amberg, Michael",2010,Communications of the Association for Information Systems,,27,25,455--492,10.17705/1CAIS.02725,,,False,8,,,,,,,,Describing,en,,descriptive-review,,False,partial,True,True,False,Outsourcing
WienerVogelAmberg2010,article,Information Systems Offshoring - A Literature Review and Analysis,"Wiener, Martin and Vogel, Bianca and Amberg, Michael",2010,Communications of the Association for Information Systems,,27,,455--492,10.17705/1CAIS.02725,https://aisel.aisnet.org/cais/vol27/iss1/25,,,8,https://dblp.org/rec/journals/cais/WienerVA10,"{'doi': {'source': 'md_curated.bib/000224', 'note': ''}, 'url': {'source': 'md_curated.bib/000224', 'note': ''}, 'language': {'source': 'md_curated.bib/000224', 'note': ''}, 'cited_by': {'source': 'md_curated.bib/000224', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000219', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000224|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/communications-of-the-association-for-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000219', 'md_crossref.bib/000028', 'md_curated.bib/000224', 'md_dblp.bib/000221']",md_prepared,https://github.com/CoLRev-curations/communications-of-the-association-for-information-systems#WienerVogelAmberg2010,,,eng,,,,,,,,,
WiethofBittner2021,inproceedings,Hybrid Intelligence - Combining the Human in the Loop with the Computer in the Loop: A Systematic Literature Review,"Wiethof, Christina and Bittner, Eva A. C.",2021,,International Conference on Information Systems,,,,,https://aisel.aisnet.org/icis2021/ai_business/ai_business/11,,,,https://dblp.org/rec/conf/icis/WiethofB21,"{'language': {'source': 'md_curated.bib/000027', 'note': ''}, 'url': {'source': 'md_curated.bib/000027', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000010', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000027|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/international-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000010', 'md_curated.bib/000027', 'md_dblp.bib/000025']",md_prepared,https://github.com/CoLRev-curations/international-conference-on-information-systems#WiethofBittner2021,,,eng,,,,,,,,,
Williams2012,article,Research Commentary —Moving Beyond the Single Site Implementation Study: How (and Why) We Should Study the Biography of Packaged Enterprise Solutions,"Williams, Robin and Pollock, Neil",2012,Information Systems Research,,23,1,1--22,10.1287/ISRE.1110.0352,,"The single site implementation study is an invaluable tool for studying the large-scale enterprise solution. Together with constructivist frameworks and ethnographic approaches it has allowed the development of rich local pictures of the immediate and adaptive response by user organizations to the take-up of what are, today, often generic packaged systems. However, to view the packaged enterprise solution principally at the place where the user encounters it also has limitations. It produces somewhat partial understandings of these complex artifacts. In particular, it downplays important influences from other sites and time frames. This paper argues that if we are to understand the full implications of enterprise solutions for organizations then we should study their “biography.” This idea points to how the career of workplace technology is often played out over multiple time frames and settings. To understand its shaping therefore requires scholars to go beyond the study of technology at a single locale or moment and, rather, attempt to follow it through space and time. The paper develops two ideas to aid this kind of study. We discuss better spatial metaphors that might help us explore the hybrid and extended spaces in which packaged software systems develop and evolve. We also review improved temporal understandings that may capture the multiple contemporary and historical time frames at play. The paper concludes by discussing some possible research directions that a focus on the biography of a technology might allow.",False,66,,,,,,,,Understanding,en,,scoping-review,,True,comprehensive,True,True,False,Other Domain
Wills2010,article,Information Systems and Healthcare XXXIV: Clinical Knowledge Management Systems—Literature Review and Research Issues for Information Systems,"Wills, Matthew J. and Sarnikar, Surendra and El-Gayar, Omar F. and Deokar, Amit V.",2010,Communications of the Association for Information Systems,,26,26,565--598,10.17705/1CAIS.02626,,,False,5,,,,,,,,Understanding,en,,scoping-review,,False,partial,True,True,False,Knowledge Management
WillsSarnikarElGayarEtAl2010,article,Information Systems and Healthcare XXXIV - Clinical Knowledge Management Systems - Literature Review and Research Issues for Information Systems,"Wills, Matthew J. and Sarnikar, Surendra and El-Gayar, Omar F. and Deokar, Amit V.",2010,Communications of the Association for Information Systems,,26,,565--598,10.17705/1CAIS.02626,https://aisel.aisnet.org/cais/vol26/iss1/26,,,5,https://dblp.org/rec/journals/cais/WillsSED10,"{'doi': {'source': 'md_curated.bib/000225', 'note': ''}, 'url': {'source': 'md_curated.bib/000225', 'note': ''}, 'language': {'source': 'md_curated.bib/000225', 'note': ''}, 'cited_by': {'source': 'md_curated.bib/000225', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000220', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000225|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/communications-of-the-association-for-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000220', 'md_curated.bib/000225', 'md_dblp.bib/000225']",md_prepared,https://github.com/CoLRev-curations/communications-of-the-association-for-information-systems#WillsSarnikarElGayarEtAl2010,,,eng,,,,,,,,,
WilsonLinLongstreetEtAl2011,inproceedings,"Web 2.0 - A Definition, Literature Review, and Directions for Future Research","Wilson, David W. and Lin, Xiaolin and Longstreet, Phil and Sarker, Saonee",2011,,Americas Conference on Information Systems,,,,,https://aisel.aisnet.org/amcis2011_submissions/368,,,,https://dblp.org/rec/conf/amcis/WilsonLLS11,"{'url': {'source': 'md_curated.bib/000230', 'note': ''}, 'language': {'source': 'md_curated.bib/000230', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000199', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000230|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/americas-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000199', 'md_curated.bib/000230', 'md_dblp.bib/000229']",md_prepared,https://github.com/CoLRev-curations/americas-conference-on-information-systems#WilsonLinLongstreetEtAl2011,,,eng,,,,,,,,,
Wirth2018,inproceedings,Dependent Variables in the Privacy-Related Field: A Descriptive Literature Review,"Wirth, Jakob",2018,,Proceedings of the Annual Hawaii International Conference on System Sciences,,,,10.24251/HICSS.2018.463,http://hdl.handle.net/10125/50351,,,8,https://dblp.org/rec/conf/hicss/Wirth18,"{'url': {'source': 'md_curated.bib/000341', 'note': ''}, 'language': {'source': 'md_curated.bib/000341', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000325', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000341|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000325', 'md_crossref.bib/000108', 'md_curated.bib/000341', 'md_dblp.bib/000340']",md_prepared,https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences#Wirth2018,,,eng,,,,,,,,,
WirtkyEckhardtLaumerEtAl2011,inproceedings,Going beyond operational efficiency in HR using IT - A Literature Review of Human Resources Information Systems,"Wirtky, Thomas and Eckhardt, Andreas and Laumer, Sven and Wild, Udo and Weitzel, Tim",2011,,Americas Conference on Information Systems,,,,,https://aisel.aisnet.org/amcis2011_submissions/289,,,,https://dblp.org/rec/conf/amcis/WirtkyELWW11,"{'url': {'source': 'md_curated.bib/000233', 'note': ''}, 'language': {'source': 'md_curated.bib/000233', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000200', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000233|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/americas-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000200', 'md_curated.bib/000233', 'md_dblp.bib/000230']",md_prepared,https://github.com/CoLRev-curations/americas-conference-on-information-systems#WirtkyEckhardtLaumerEtAl2011,,,eng,,,,,,,,,
WirtkyLaumerEckhardtEtAl2016,article,On the Untapped Value of e-HRM – a Literature Review,"Wirtky, Thomas and Laumer, Sven and Eckhardt, Andreas and Weitzel, Tim",2016,Communications of the Association for Information Systems,,38,,20--83,10.17705/1CAIS.03802,https://aisel.aisnet.org/cais/vol38/iss1/2,,,24,https://dblp.org/rec/journals/cais/WirtkyLEW16,"{'doi': {'source': 'md_curated.bib/000229', 'note': ''}, 'url': {'source': 'md_curated.bib/000229', 'note': ''}, 'language': {'source': 'md_curated.bib/000229', 'note': ''}, 'cited_by': {'source': 'md_curated.bib/000229', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000221', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000229|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/communications-of-the-association-for-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000221', 'md_crossref.bib/000029', 'md_curated.bib/000229', 'md_dblp.bib/000228']",md_prepared,https://github.com/CoLRev-curations/communications-of-the-association-for-information-systems#WirtkyLaumerEckhardtEtAl2016,,,eng,,,,,,,,,
